 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Tue Jan 18 14:21:56 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21796  15244  15937  23557  15240  17150  33094  33348  33626
      16   21917  15318  15864  23438  15270  17076  33531  34062  34097
      32   21881  15328  15856  23420  15237  17002  32844  36425  32793
      64   21897  15335  15883  23445  15210  17042  33043  36677  33023
     128   16827  11863  12111  17314  11973  13298  20814  20814  20796
     256   16740  11871  12049  17217  11924  12205  20557  20553  20555
     512   14681  11311  11665  14971  11451  11786  16595  16521  16547
    1024   11235   9487   9732  11977   9520   9825  11638  11488  11515
    2048   10712   8926   9090  11343   8879   9185  10109  10045  10069
    4096   10751   8902   9033  10882   8961   9163   9940   9922   9923
    8192   10196   8600   8625  10197   8545   8773   8463   8447   8440

                End of test Tue Jan 18 14:22:13 2022

