    BusSpeed aarch64 armv8-a+crc optimized Tue Jan 18 10:33:50 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8839   5947   6701   6851   6948   7356
      32   9827   6543   6715   6872   6956   7336
      64   8652   5984   6817   6825   6952   7365
     128   4020   3886   5631   6225   6540   7308
     256   3904   3737   5770   6177   6546   7365
     512   2934   2734   4101   5237   6081   7066
    1024   1611   1591   1844   2871   4010   6125
    4096   1283   1251   2177   3518   4734   6270
   16384   1185   1202   1943   3249   4542   5699
   65536    846    906   1360   2272   3722   5110
