    BusSpeed aarch64 armv8-a+crc optimized Tue Jan 18 10:34:29 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8844   5980   6700   6898   6987   8996
      32   9825   6583   6737   6911   7001   9000
      64   8704   6047   6844   6901   7005   9008
     128   4037   3878   5750   6238   6562   8619
     256   3907   3737   5778   6233   6576   8619
     512   2906   2675   3977   5240   6208   8372
    1024   1612   1679   1833   2781   4403   7219
    4096   1283   1268   2178   3572   4802   7163
   16384   1185   1234   1974   3297   4702   6878
   65536    846    919   1341   2288   3688   5471
