 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Tue Jan 18 14:17:51 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18287  12534  15926  23551  15242  17112  33049  33347  30733
      16   18299  12589  15874  23439  15270  17080  33585  33555  33778
      32   18268  12569  15861  23416  15243  17028  32880  32867  32831
      64   18282  12577  15885  23440  15211  17041  33008  33065  33046
     128   14936  10805  12102  17327  11870  12643  20825  20830  20794
     256   14548  10841  12151  16900  11840  12976  18589  18587  18553
     512   14183  10509  11903  15858  11668  12813  17274  17225  17192
    1024   10485   8778   9731  11520   9465  10312  11588  11530  11372
    2048   10358   8258   9174  11362   9067   9583  10197  10211  10211
    4096   10281   8167   9059  11048   8950   9249   9993   9988   9987
    8192    9735   7882   8634  10352   8677   8846   8571   8543   8567

                End of test Tue Jan 18 14:18:08 2022

