 ##########################################

   Memory Reading Speed Test aarch64 native optimized Tue Jan 18 14:25:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18289  12542  15943  23559  15240  17135  33089  33355  30597
      16   18290  12571  15874  23441  15270  17085  33541  33555  33785
      32   18270  12568  15854  23423  15249  17025  32828  32858  32845
      64   18278  12578  15889  23445  15209  17035  33021  33053  33047
     128   14870  10847  12045  17173  11838  12598  20646  20641  20642
     256   13757  10320  11531  15333  11228  12443  17010  16970  17014
     512   11568   8897   9834  12326   9653  10616  12115  12006  12048
    1024   11561   8661   9624  12293   9463  10209  11333  11282  11362
    2048   10393   8232   9196  11062   9009   9555  10172  10208  10206
    4096   10143   8092   8944  10865   8847   9116   9891   9892   9897
    8192    9613   8020   8579  10267   8486   8827   8462   8431   8454

                End of test Tue Jan 18 14:25:42 2022

