    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:35:48 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8843   5994   6680   6912   6988   8974
      32   9819   6597   6724   6942   6999   8993
      64   8810   6038   6820   6928   6998   8989
     128   4032   3772   5757   6249   6576   8586
     256   3900   3707   5793   6241   6578   8631
     512   2975   2746   4008   5312   6259   8383
    1024   1611   1628   1769   2755   4283   7189
    4096   1281   1267   2135   3505   4701   7205
   16384   1185   1219   1933   3259   4665   6852
   65536    827    901   1275   2232   3609   5206
