    BusSpeed aarch64 native optimized Tue Jan 18 10:36:18 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8836   5935   6679   6900   7012   9006
      32   9829   6555   6678   6915   7027   9022
      64   8391   6061   6799   6908   7021   9019
     128   4051   3733   5725   6225   6592   8581
     256   3602   3316   5076   5931   6521   8552
     512   2839   2578   3895   5177   6303   8286
    1024   1614   1141   1863   2863   3980   7187
    4096   1282   1259   2167   3582   4672   7036
   16384   1185   1210   1900   3295   4512   6801
   65536    826    903   1269   2240   3555   5289
