 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Tue Jan 18 14:22:13 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21786  15249  15939  23559  15224  17119  33060  33347  33636
      16   21919  15316  15877  23436  15264  17051  33551  34101  34089
      32   21880  15322  15866  23422  15259  17000  32837  36424  32781
      64   21902  15313  15891  23449  15212  17044  33040  36662  32998
     128   17208  12063  12391  17780  12111  12479  21463  21442  21465
     256   17103  11980  12152  17653  12030  12359  21160  21178  21184
     512   14280  11145  11331  14568  11261  11550  16200  16230  16222
    1024   12213   9640   9902  12145   9717   9948  11802  11736  11723
    2048   11034   9086   9224  11548   9129   9276  10237  10214  10213
    4096   10827   8951   9082  10937   8990   9266   9645   9998  10006
    8192   10147   8629   8579  10263   8596   8759   8488   8474   8469

                End of test Tue Jan 18 14:22:30 2022

