    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:35:09 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8842   5977   6661   6878   7013   9012
      32   9826   6548   6682   6898   7026   9017
      64   8564   6048   6852   6908   7017   9019
     128   4035   3905   5705   6337   6634   8652
     256   3912   3706   5779   6238   6606   8594
     512   2888   2627   3876   5182   6261   8286
    1024   1606   1584   1816   2896   4055   7230
    4096   1285   1261   2169   3580   4678   7098
   16384   1185   1225   1916   3320   4576   6826
   65536    846    923   1296   2292   3594   5303
