 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Tue Jan 18 14:24:15 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21783  15252  15939  23554  15237  17146  33177  33352  33697
      16   21918  15336  15876  23442  15273  17054  33551  34102  34107
      32   21877  15328  15868  23411  15268  16989  32920  36344  32784
      64   21896  15311  15884  23452  15209  17033  33022  36649  33023
     128   17367  12069  12264  17980  12132  12440  21648  21650  21653
     256   16809  11793  11990  17361  11891  12202  20177  20153  20164
     512   14623  11259  11508  14960  11395  11810  15981  16088  16114
    1024   12122   9498   9719  12293   9525   9787  11455  11419  11387
    2048   11063   8981   9163  11172   9009   9262  10155  10140  10186
    4096   10876   8963   9087  10977   8944   9229   9999   9981   9986
    8192   10168   8907   8690  10660   8625   8859   8486   8471   8478

                End of test Tue Jan 18 14:24:32 2022

