    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:35:58 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8841   5953   6678   6883   7006   8954
      32   9821   6555   6710   6928   7020   9002
      64   8764   6026   6812   6912   6995   8994
     128   3998   3816   5750   6237   6571   8601
     256   3895   3736   5787   6233   6580   8616
     512   2966   2779   4068   5287   6337   8408
    1024   1600   1627   1790   2751   4327   7169
    4096   1283   1266   2182   3517   4832   7360
   16384   1185   1218   1963   3256   4727   6757
   65536    827    898   1311   2229   3749   5417
