    BusSpeed aarch64 native optimized Mon Jan 17 20:23:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13436  14498  17990  19532  19201  15513
      32  15054  16086  18176  19537  19218  15509
      64   9309  11552  17342  19155  19058  15521
     128   4139   4563   8761  12816  13770  13369
     256   3469   3763   6735  10409  13015  13244
     512   2708   2764   4649   7536  11117  13066
    1024   1626   1679   3008   5176   8792  12510
    4096   1232   1155   2207   3734   6479  10402
   16384   1182   1250   2219   3736   6437  10030
   65536    861   1046   1620   2757   4766   7947
