    BusSpeed aarch64 armv8.1-a optimized Tue Jan 18 10:32:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8841   5942   6667   6892   6999   8990
      32   9825   6542   6713   6924   7022   8992
      64   8557   6008   6812   6921   7004   9025
     128   4027   3802   5740   6240   6582   8607
     256   3710   3408   5132   6010   6528   8568
     512   2956   2796   4103   5328   6344   8407
    1024   1609   1623   1764   2768   4354   7181
    4096   1287   1271   2180   3527   4989   7215
   16384   1185   1232   1939   3283   4711   6889
   65536    848    921   1315   2277   3821   5360
