    BusSpeed aarch64 armv8.1-a optimized Tue Jan 18 10:32:21 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8845   6000   6692   6915   7003   8981
      32   9817   6587   6736   6936   7017   8979
      64   8566   6028   6827   6931   7005   9003
     128   4031   3841   5631   5959   6595   8653
     256   3745   3452   5227   6008   6531   8574
     512   2571   2146   3285   4485   5858   8163
    1024   1538   1431   2230   3377   5121   7465
    4096   1293   1322   2294   3697   5008   7346
   16384   1185   1236   1933   3278   4849   6868
   65536    848    921   1304   2275   3886   5389
