    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:35:19 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8844   5994   6697   6903   7006   8991
      32   9826   6586   6711   6926   7012   9025
      64   8881   6026   6822   6926   7018   8999
     128   4026   3722   5716   6227   6593   8611
     256   3918   3650   5643   6192   6565   8589
     512   2888   2605   3869   5151   5680   8351
    1024   1554   1556   2468   3911   4954   7845
    4096   1300   1337   2301   3794   4839   7339
   16384   1185   1230   1916   3335   4590   6829
   65536    846    919   1290   2290   3624   5578
