    BusSpeed aarch64 armv8.1-a optimized Tue Jan 18 10:32:01 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8839   5984   6679   6891   7014   9003
      32   9824   6547   6693   6913   7030   9029
      64   8710   6005   6795   6914   7009   9017
     128   4043   3907   5401   6267   6636   8631
     256   3927   3638   5706   6222   6575   8619
     512   3162   2115   3294   4456   5856   8150
    1024   1530   1407   2234   3522   4718   7684
    4096   1297   1313   2298   3786   4856   7166
   16384   1184   1227   1920   3349   4601   6850
   65536    849    923   1289   2286   3598   5241
