    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:34:39 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8839   5954   6676   6850   6973   7391
      32   9821   6548   6698   6846   7029   7385
      64   8443   5969   6802   6835   7011   7389
     128   4031   3877   5688   6306   6648   7451
     256   3901   3711   5761   6194   6559   7370
     512   3247   2320   3446   4706   6074   6909
    1024   1550   1507   2424   3714   5005   6413
    4096   1300   1328   2306   3703   4902   6284
   16384   1185   1225   1944   3291   4657   5963
   65536    847    896   1358   2274   3701   5216
