    BusSpeed aarch64 native optimized Tue Jan 18 10:36:08 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8840   5959   6686   6845   7002   7361
      32   9816   6552   6696   6850   6993   7368
      64   8393   5976   6804   6854   7006   7386
     128   4029   3892   5684   6180   6551   7354
     256   3959   3590   5599   6123   6529   7440
     512   2682   2476   3678   4834   5972   7090
    1024   1614   1193   1856   2793   4326   6304
    4096   1286   1253   2178   3504   4756   6488
   16384   1185   1209   1926   3255   4535   5874
   65536    829    884   1330   2216   3661   5165
