 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Tue Jan 18 14:23:23 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18288  12550  15943  23555  15257  17131  33100  33343  30453
      16   18291  12589  15868  23442  15224  17077  33551  33547  33775
      32   18271  12582  15870  23424  15264  17014  32832  32855  32830
      64   18277  12577  15888  23444  15199  17053  33041  33063  33044
     128   15225  10901  12292  18197  12078  12807  21836  21837  21830
     256   14980  10808  12187  17675  12244  12735  21136  21132  21124
     512   13693  10402  11796  15164  11277  12866  16854  16885  16832
    1024   10361   8592   9516  11407   9249   9984  11442  11388  11301
    2048   10201   8118   8986  10888   8889   9290  10051  10008  10043
    4096   10069   7949   8895  10878   8747   9097   9796   9812   9799
    8192    9546   7654   8502  10204   8547   8731   8383   8373   8390

                End of test Tue Jan 18 14:23:40 2022

