    BusSpeed aarch64 armv8.2-a optimized Tue Jan 18 10:33:10 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8837   5994   6691   6896   6991   9001
      32   9823   6585   6711   6929   7018   9001
      64   8629   6033   6812   6911   7011   8993
     128   4065   3726   5747   6225   6609   8575
     256   3960   3730   5814   6244   6608   8587
     512   3154   2878   4225   4930   5963   8184
    1024   1521   1503   1792   2918   3941   7156
    4096   1281   1266   2163   3568   4653   7145
   16384   1185   1216   1928   3292   4359   6805
   65536    831    909   1290   2241   3547   5245
