 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Tue Jan 18 14:21:38 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18288  12532  15926  23558  15245  17125  33164  33351  30858
      16   18301  12592  15873  23440  15223  17033  33546  33561  33776
      32   18266  12571  15863  23413  15243  15984  32915  32873  32856
      64   18283  12579  15889  23442  15211  17042  33037  33060  33044
     128   15343  10821  12370  18495  11920  12667  21061  21063  21063
     256   14897  10777  12147  17324  11819  12706  20591  20597  20595
     512   13347  10002  11286  14491  11194  12142  14818  14813  14834
    1024   10923   8923   9968  12795   9821  10491  11703  11673  11711
    2048   10500   8445   9432  11390   9283   9779  10312  10296  10226
    4096   10310   8246   9132  11101   9078   9383  10004  10019  10003
    8192    9718   7846   8650  10323   8708   8863   8550   8528   8514

                End of test Tue Jan 18 14:21:56 2022

