 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Tue Jan 18 14:18:08 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18287  12555  15928  23557  15241  17124  33045  33334  31375
      16   18299  12579  15878  23441  15273  17066  33531  33541  33777
      32   18272  12568  15861  23404  14467  17002  32840  32874  32825
      64   18285  12574  15905  23445  15281  17008  33037  33055  33031
     128   14902  10799  12409  17237  11859  12616  20694  20678  20552
     256   14819  10755  11997  17140  11765  12618  20451  20450  20448
     512   13007   9811  10918  13985  10944  12260  15118  15104  15090
    1024   10883   8789   9809  12374   9575  10304  11585  11547  11407
    2048   10513   8204   9103  11046   9027   9456  10148  10158  10124
    4096   10041   7954   7593  10083   7686   7829   7564   7539   7077
    8192    9637   7717   8531  10217   8602   8717   8466   8461   8452

                End of test Tue Jan 18 14:18:26 2022

