 ##########################################

   Memory Reading Speed Test aarch64 native optimized Tue Jan 18 14:25:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21784  15244  15941  23555  15227  17120  33115  33333  33676
      16   21921  15319  15872  23435  15225  17063  33545  34098  34091
      32   21875  15330  15863  23424  15243  17018  32830  36354  32782
      64   21902  15333  15886  23433  15203  17040  33034  36652  33019
     128   17297  12046  12267  17859  12106  12492  21493  21502  21498
     256   17151  12020  12199  17663  12080  12398  21206  21205  21212
     512   14010  11197  11145  14237  10891  11231  15426  15490  15464
    1024   12426   9623   9885  12600   9717  10018  11706  11645  11590
    2048   10892   9374   9218  11204   9073   9315  10227  10243  10220
    4096   10793   9185   8978  10992   9009   9173  10016   9995  10013
    8192   10167   8607   8642  10520   8580   8831   8526   8510   8468

                End of test Tue Jan 18 14:25:59 2022

