    BusSpeed aarch64 armv8.2-a optimized Tue Jan 18 10:32:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8840   5957   6701   6863   6946   7346
      32   9826   6544   6698   6878   6958   7364
      64   8497   6087   6857   6845   6955   7363
     128   4027   3737   5618   6291   6242   7318
     256   3943   3703   5757   6175   6546   7325
     512   2787   2329   3473   4570   5832   6897
    1024   1548   1397   2249   3376   4943   6539
    4096   1294   1314   2286   3687   4864   6214
   16384   1186   1224   1945   3291   4499   5687
   65536    848    905   1356   2255   3712   5085
