    BusSpeed aarch64 native optimized Mon Jan 17 20:22:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13324  14350  18021  19538  19191  15825
      32  15109  15884  18180  19577  19217  15515
      64   9364  11536  17416  19176  19049  15569
     128   4131   4563   8478  12827  14173  13363
     256   3999   4568   8588  12873  14194  13375
     512   2742   2833   4582   7346  11126  13190
    1024   1595   1658   2970   5106   8706  12378
    4096   1289   1369   2576   4595   7971  11730
   16384   1184   1252   2227   3764   6463  10065
   65536    867   1049   1614   2734   4742   7849
