 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Tue Jan 18 14:24:32 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21789  15247  15944  23545  15243  17119  33035  33327  33703
      16   21914  15317  15877  23209  15274  17100  33542  34105  34098
      32   21866  15329  15868  23417  14135  17002  32885  36288  32797
      64   21902  15314  15884  23449  15210  17046  33040  36664  33018
     128   17230  11983  12312  17804  12227  12514  21312  21296  21300
     256   17120  11916  12183  17696  12035  12366  21120  21116  21118
     512   14896  10673  11051  13694  10981  11175  14343  14284  14330
    1024   10534   8745   9122  11376   8833   9046  10133  10083  10031
    2048   10444   8689   8775  10569   8713   8957   9561   9522   9517
    4096   10689   8881   8978  10830   8767   9052   9732   9710   9708
    8192   10117   8592   8522  10215   8486   8724   8202   8184   7707

                End of test Tue Jan 18 14:24:50 2022

