 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Tue Jan 18 14:21:20 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   18288  12548  15943  23560  15241  17140  33163  33353  30984
      16   18274  12573  15877  23440  15263  17051  33550  33182  33781
      32   18260  12562  15871  22086  15271  16998  32857  32865  32840
      64   18275  12579  15891  23451  15213  17043  33041  33057  33049
     128   15176  10892  12256  18075  12049  12775  21705  21697  21698
     256   14070  10422  11663  16369  11453  12956  18112  18119  18133
     512   13399  10073  11250  14665  11150  12526  16532  16468  16476
    1024   10727   8830   9853  12421   9691  10342  11607  11540  11653
    2048   10338   8204   9260  11163   8962   9419  10115  10102  10097
    4096   10260   8056   9021  10994   8916   9167   9948   9948   9947
    8192    9713   7815   8704  10266   8676   8832   8549   8523   8519

                End of test Tue Jan 18 14:21:38 2022

