    BusSpeed aarch64 armv8.1-a optimized Tue Jan 18 10:31:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8841   5936   6704   6864   7008   7389
      32   9826   6523   6725   6879   7010   7390
      64   8716   5965   6813   6855   7003   7401
     128   4034   3827   5735   6167   6548   7351
     256   3904   3678   5777   6175   6553   7349
     512   2896   2721   4056   5096   6065   7140
    1024   1612   1596   1830   2838   4226   6107
    4096   1292   1260   2186   3523   4777   6467
   16384   1184   1205   1942   3264   4577   5945
   65536    848    905   1366   2263   3673   5140
