    BusSpeed aarch64 armv8-a optimized Tue Jan 18 10:35:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8842   5980   6714   6903   6991   8998
      32   9823   6591   6735   6916   7002   8994
      64   8593   6038   6843   6925   6999   9007
     128   4037   3840   5746   6236   6564   8600
     256   3772   3449   5291   6046   6515   8587
     512   2870   2656   3876   5153   6183   8325
    1024   1602   1655   1789   2773   4162   7168
    4096   1290   1275   2187   3597   4954   7215
   16384   1185   1222   1965   3281   4665   6851
   65536    827    900   1310   2248   3633   5353
