 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Tue Jan 18 14:18:26 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   21782  15260  15923  23554  15254  17120  33127  33344  33695
      16   21919  15301  15864  23439  15225  17066  33546  34101  34098
      32   21877  15330  15867  23424  15260  16999  32837  36355  32801
      64   21903  15337  15891  23447  15209  17037  33038  36676  33019
     128   17566  12104  12319  18195  12168  12495  21827  21830  21822
     256   17055  11861  12085  17647  11973  12274  20388  20325  20352
     512   13913  10733  11305  14261  10882  11331  16508  16596  16713
    1024   11673   9161   9460  11797   9191   9450  11546  11451  11454
    2048   10595   8757   8872  10983   8769   9023  10031   9981   9993
    4096   10592   8769   8877  10832   8722   8996   9912   9596   9881
    8192   10117   8575   8509  10203   8474   8719   8546   8517   8525

                End of test Tue Jan 18 14:18:43 2022

