 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Fri Jan 21 01:15:59 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11209  26050  26389  17166  18840  26475  16229  12308  12297
      16   11386  26981  27240  17476  19146  27306  16634  12869  12856
      32   11476  27597  27480  17670  19311  27540  16904  13190  13175
      64   11524  27868  27676  17769  19402  27717  17098  13412  13402
     128   11462  27838  27539   8496  14967  27533  17193  13508  13496
     256   11494  27944  27703   8500  14960  27699   8326  13474  13471
     512   11495  27859  27668   8476  14876  27603   8328  13533  13532
    1024   11514  27699  27577   8367  14683  27639   8297  13520  13521
    2048   11527  27554  27064   8240  14408  26995   8243  13439  13437
    4096   11431  27329  27274   8186  14301  27271   8114  13136  13138
    8192   11357  26972  27112   8176  14059  27107   8022  12956  12953

                End of test Fri Jan 21 01:16:16 2022

