    BusSpeed amd64 x86-64 optimized Fri Jan 21 01:06:39 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7685   8886  10368  13317  13986  14338
      32   9375  11043  11454  13883  14237  14466
      64   7100   9768  10372  13304  13936  14305
     128   4287   7787   6626   7055   9223  10029
     256   4170   7757   6824   7078   9262  10041
     512   3858   6293   6466   6812   9028   9975
    1024   3067   3954   5418   6204   8376   9791
    4096   2295   2429   4138   5385   7444   9518
   16384   2188   2255   3413   5392   7422   9515
   65536    651    729    687   5195   6029   8389
