    BusSpeed amd64 x86-64 optimized Fri Jan 21 01:06:28 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7685   8885  10422  13316  13987  14332
      32   9375  11044  11487  13879  14237  14465
      64   7122   9802  10820  13336  13962  14304
     128   4305   7889   7107   7134   8608  10029
     256   4169   7749   7164   7165   8635  10040
     512   3889   6490   6726   7039   8462   9981
    1024   2940   3645   5128   6327   7739   9717
    4096   2323   2402   3969   5637   7071   9453
   16384   2248   2263   3319   5641   7083   9454
   65536    693    758    638   5375   6227   8478
