    BusSpeed amd64 x86-64 optimized Fri Jan 21 01:06:50 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   8308   8734  10614  13228  13892  14286
      32  10322  10779  11784  13834  14188  14440
      64   7606  10013  11176  13344  13881  14329
     128   5686   7825   7138   8109   9229  10033
     256   5459   7589   7094   8174   9264  10042
     512   4427   5234   6235   7458   8713   9853
    1024   3436   3732   5334   6791   8176   9644
    4096   2571   2657   4122   5952   7554   9329
   16384   2448   2459   3449   5951   7538   9347
   65536    697    591    613   5369   6119   8483
