
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv8.1-a optimized Sat Jan 30 02:05:55 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7012   6737   7870   7888   5504   5544  11133  11272  11322
      16    7157   6798   7990   7926   5499   5611  11546  11565  11478
      32    6896   6377   7230   7625   4981   5148  11491  11551  11611
      64    6133   5916   6680   6656   4919   4999  10126   9761   9912
     128    5964   5876   6515   6500   4944   4996   9314   9349   9246
     256    6207   5953   6624   6600   4983   5074   9172   9019   9173
     512    6199   5979   6490   6546   5004   5080   9046   9041   8943
    1024    4467   4415   4710   4212   3820   3905   8519   8490   8249
    2048    1804   1827   1857   1877   1790   1790   4713   4746   4789
    4096    1584   1581   1596   1613   1560   1570   1777   1822   1827
    8192    1581   1585   1589   1606   1584   1588   1713   1707   1726

                End of test Sat Jan 30 02:06:11 2021

