
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv8-a optimized Sat Jan 30 02:02:02 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7059    154   7920   7920   5493   5600  11269  11296  11272
      16    7178   6823   7989   7986   5491   5596  11469  11486  11515
      32    6587   6290   7260   7289   5047   5171  11506    461  10614
      64    6067   4508   6622   6608   4872   4953  11453  11398  11449
     128    6157   5970   6594   6549   4970   5042   9158   9181   9131
     256    6180   5963   6634   6585   5031   5073   9028   8970   8961
     512    5979   5852   6467   6264   4790   4945   8804   7310   8549
    1024    4316   4133   4561   4558     60   2752   6955   8151   8453
    2048    1877   1844   1668   1638   1622   1739     77   4212   4301
    4096    1561   1561   1575   1592   1566   1571   1850   1855   1853
    8192    1562   1564   1574   1598   1573   1571   1708   1688   1714

                End of test Sat Jan 30 02:02:39 2021

