
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version

    BusSpeed arm armv8-a optimized Sat Jan 30 02:34:39 2021
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3756   2755   3012   2943   2945   2953
      32   2344   1867   2223   2567   2784   2849
      64   1072    887   1392   2030   2576   2750
     128   1004    812   1279   1926   2515   2752
     256    973    802   1274   1912   2533   2755
     512    963    803   1276   1876   2526   2736
    1024    381    329    525   1013   1769   2411
    4096    126    122    161    280    820   1921
   16384    123    120    158    278    793   1868
   65536    121    120    157    277    795   1882

 Type additional information to include in busSpeed.txt - Press Enter
