
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv8-a optimized Sat Jan 30 02:02:55 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7059   6792   7956   7935   5504   5597  11232  11339  11326
      16    7171   6832   8008   7999   5499   5602  11500  11557  11563
      32    6576   6321   7304   7305   5120   5197  11598  11604  11592
      64    5983   5738   6502   6486   4812   4870  11476  11487  11268
     128    6070   5842   6454   6377   4946   5017   9163   9243   9251
     256    6121   5845   6455   6441   4995   5018   9026   9140   9125
     512    6140   5906   6578   6541   4953   5013   8985   8983   9091
    1024    4323   4119   4178   3855   3506   3651   8561   8407   8496
    2048    1842   1849   1853   1804   1741   1759   3860   3889   3863
    4096    1560   1571   1592   1603   1573   1578   1833   1823   1838
    8192    1574   1574   1591   1607   1575   1572   1712   1700   1704

                End of test Sat Jan 30 02:03:11 2021

