
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/version


From File /proc/version


   Memory Reading Speed Test arm armv7-a optimized Sat Jan 30 02:01:03 2021
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7012   6777   7942   7932   5503   5612  11290  11288  11063
      16    7071   6707   7883   7897   5478   5604  11478  11161  11141
      32    6972   6629   7828   7960   5436   5583  11621  11568  11574
      64    6030   5839   6588   6502   4686   4739   8909   9315   9157
     128    6036   5923   6575   6537   4966   5021   9109   9105   9099
     256    6152   5935   6577   6494   4996   5046   9059   9005   8986
     512    6016   5762   6347   6372   4899   4974   8919   8942   8939
    1024    3917   3801   4066   4056   3394   3530   8534   8346   8359
    2048    1722   1740   1790   1795   1716   1749   4186   4320   4228
    4096    1505   1496   1510   1529   1502   1507   1718   1773   1768
    8192    1527   1525   1538   1551   1523   1529   1683   1693   1701

                End of test Sat Jan 30 02:01:19 2021

