    BusSpeed riscv64 rv64g-opt optimized Thu Jan 12 20:23:38 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4397   4879   5448   5732   5769   5793
      32   1468   1483   2339   5224   5501   5651
      64    320    321    652   1175   1973   2943
     128    328    328    653   1189   1975   2947
     256    326    328    655   1174   1970   2943
     512    325    329    647   1181   1963   2934
    1024    325    327    651   1177   1926   2930
    4096    112    124    252    502    968   1832
   16384    110    123    256    500    977   1833
   65536    153    178    368    708   1299   2244
