    BusSpeed riscv64 rv64g-opt optimized Thu Jan 12 20:23:48 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4476   4880   5370   5739   5767   5790
      32   1469   1484   2344   5225   5500   5649
      64    320    321    651   1177   1973   2943
     128    328    329    656   1189   1975   2947
     256    326    328    656   1186   1970   2942
     512    326    328    655   1181   1963   2934
    1024    326    329    656   1182   1965   2935
    4096    143    163    330    650   1202   2142
   16384    113    126    261    517    996   1859
   65536    151    176    365    701   1289   2233
