    BusSpeed riscv64 rv64g optimized Thu Jan 12 20:24:18 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4491   4747   5350   5657   5691   5708
      32   1472   1474   2333   5175   5427   5571
      64    320    321    655   1188   1972   2946
     128    328    329    656   1189   1974   2947
     256    326    327    658   1186   1970   2943
     512    326    329    655   1181   1964   2936
    1024    323    328    656   1181   1962   2935
    4096     98    129    252    500    970   1830
   16384     95    139    256    506    976   1834
   65536    139    189    366    702   1290   2231
