 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Thu Jan 12 20:46:38 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2090   5033   7346   2090   5034   7074   2977   2722   5943
      16    2093   5039   7361   2093   5040   7089   2984   2731   5968
      32    2093   5039   7303   2093   5038   7090   2990   2734   5974
      64    1444   3231   3724   1436   3286   3903   1449   1408   1674
     128    1452   3248   3752   1443   3304   3941   1450   1409   1678
     256    1452   3250   3754   1443   3303   3951   1426   1387   1655
     512    1454   3269   3738   1444   3325   3946   1419   1381   1639
    1024    1455   3258   3741   1444   3323   3937   1425   1386   1645
    2048    1337   2923   3245   1329   2963   3383   1053   1038   1124
    4096    1226   2593   2791   1222   2582   2870    853    844    895
    8192    1137   2276   2396   1134   2292   2445    746    739    778

                End of test Thu Jan 12 20:46:55 2023

