 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Thu Jan 12 20:47:13 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2124   4556   5982   2127   4559   5983   2983   2983   4763
      16    2128   4561   5987   2129   4558   5981   2989   2991   4778
      32    2128   4560   5987   2126   4561   5985   2990   2992   4783
      64    1544   2999   3669   1545   3090   3669   1449   1494   1838
     128    1545   3023   3671   1545   3089   3669   1450   1496   1839
     256    1543   3000   3660   1544   3084   3665   1447   1493   1836
     512    1540   2984   3637   1539   3068   3634   1433   1479   1812
    1024    1538   2970   3619   1538   3055   3613   1426   1470   1799
    2048    1471   2856   3399   1474   2927   3423   1224   1251   1405
    4096    1270   2491   2724   1269   2520   2722    853    860    910
    8192    1141   2219   2426   1142   2239   2426    758    765    804

                End of test Thu Jan 12 20:47:29 2023

