    BusSpeed riscv64 rv64g optimized Thu Jan 12 20:24:28 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4280   4838   5361   5666   5695   5708
      32   1466   1485   2351   5174   5427   5568
      64    320    321    655   1188   1973   2946
     128    328    329    656   1189   1974   2948
     256    326    328    657   1186   1969   2942
     512    326    328    655   1181   1964   2930
    1024    326    328    655   1180   1963   2934
    4096    101    133    258    512    990   1858
   16384     96    139    257    509    980   1840
   65536    139    189    366    702   1288   2233
