    BusSpeed riscv64 rv64g-opt optimized Thu Jan 12 20:23:58 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   4507   4878   5448   5739   5771   5791
      32   1469   1482   2344   5223   5500   5651
      64    320    321    655   1188   1973   2945
     128    328    329    656   1188   1975   2947
     256    326    328    657   1185   1969   2943
     512    326    329    654   1181   1963   2933
    1024    326    328    651   1175   1962   2932
    4096    114    126    256    508    981   1847
   16384    111    123    256    509    978   1838
   65536    152    176    366    704   1288   2231
