 ##########################################

   Memory Reading Speed Test i686 i386 optimized Sun Dec  3 14:07:16 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7725   7970   1750   8005   7661   1707   4522   9018   1681
      16    8338   8165   1756   8726   7812   1710   4947   9289   1685
      32    8704   8198   1757   9114   7873   1691   5114   9396   1689
      64    8806   8104   1742   9277   7738   1694   5333   9274   1677
     128    3502   3406   1383   3227   3504   1331   2030   2166   1170
     256    3026   2985   1319   2785   3075   1268   1768   1868   1104
     512    2967   2740   1270   2707   2822   1225   1729   1685   1044
    1024    2500   1573    976   2273   1604    942   1359    902    690
    2048    1463    881    672   1371    921    670    727    489    424
    4096    1198    765    590   1161    832    606    603    410    375
    8192    1185    780    570   1141    878    621    601    386    381

                End of test Sun Dec  3 14:07:32 2023

