    BusSpeed i686 i386 optimized Sun Dec  3 13:59:13 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3785   4306   4670   5219   5248   5306
      32   4052   4663   4775   5311   5332   5326
      64   2929   3226   4286   5167   5207   5263
     128    675    688    688   1243   2014   2927
     256    571    579    585   1064   1772   2655
     512    568    576    575   1049   1750   2635
    1024    142    183    270    524    926   1629
    4096     42     60    106    215    414    789
   16384     41     59    105    211    408    780
   65536     41     60    105    212    405    783
