 ##########################################

   Memory Reading Speed Test i686 i386 optimized Sun Dec  3 14:07:00 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7762   7959   1752   8036   7564   1804   3369   8987   1676
      16    8329   8159   1751   8714   7834   1827   3634   9289   1681
      32    8701   8218   1751   9107   7878   1831   3785   9401   1694
      64    8852   8103   1742   9258   7591   1851   3893   9206   1676
     128    3501   3408   1383   3234   3500   1345   1950   2162   1172
     256    3025   2972   1316   2780   3067   1266   1717   1863   1101
     512    2872   2404   1202   2631   2474   1170   1585   1470    955
    1024    2506   1520    951   2283   1548    944   1226    866    667
    2048    1498    884    675   1403    922    675    702    491    426
    4096    1243    780    597   1171    840    592    596    419    384
    8192    1242    803    577   1164    912    574    584    391    391

                End of test Sun Dec  3 14:07:16 2023

