    BusSpeed i686 i386 optimized Sun Dec  3 13:59:02 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3802   4308   4604   5256   5295   5313
      32   4042   4604   4757   5307   5326   5343
      64   2931   3232   4217   5204   5239   5221
     128    677    689    689   1242   2020   2931
     256    576    584    587   1064   1776   2668
     512    263    317    403    758   1327   2124
    1024     86    117    191    378    696   1259
    4096     42     61    106    215    413    788
   16384     41     59    104    211    404    773
   65536     41     59    105    211    402    777
