    BusSpeed i686 i386 optimized Sun Dec  3 13:58:51 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3780   4275   4600   5259   5300   5332
      32   4052   4584   4773   5296   5308   5344
      64   2938   3222   4295   5209   5247   5254
     128    677    687    689   1245   2015   2932
     256    309    582    585   1064   1774   2660
     512    245    301    391    733   1298   2093
    1024     96    126    209    408    760   1346
    4096     41     60    105    213    413    786
   16384     41     59    104    211    407    778
   65536     41     59    105    212    407    780
