 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 00:41:04 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   26246  13245  13214  26326  12822  13235  19599   9789   9867
      16   26467  13276  13247  26448  13248  13269  19710   9905   9944
      32   26503  13283  13265  26508  13012  13027  19563   9853   9933
      64   26345  13158  13293  26599  13301  12365  19478   9778   9775
     128   19236   9553   8791  19159   9613   9624  11379   7990   7976
     256   19170   9630   8877  19366   9577   9486  11358   7938   7956
     512   17086  10310   9772  17023  10220  10153  11149   6972   6294
    1024   17080  10345   9807  17119  10348  10215  11244   6845   6258
    2048   19033  10365   9382  19199  10304  10124  11087   6887   6345
    4096   19511  10422   9602  19454  10360  10215  11240   7021   6430
    8192   17225   9483   9095  17489   9679   9225  10691   6733   6224

                End of test Sun Dec 11 00:41:21 2022

