    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 00:22:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12540  11530  13392  13665  13709  13736
      32  13862  12765  13446  13714  13736  13704
      64   9549   9340  13215  13325  13355  13531
     128   3930   3943   6532   9876   9979  11271
     256   3922   3943   6585   9896   9987  11277
     512   2147   2146   4997   8403   9660  11502
    1024   2147   2147   5013   8458   9739  11547
    4096   2150   2151   5017   8471   9741  11463
   16384    710    729   1449   3091   4725   7538
   65536    428    425    981   2427   4235   7491
