 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 00:41:39 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   26271  26369  26452  26335  26369  26464  19546   9904  19276
      16   26488  26517  26481  26474  26512  26557  19824   9943  19649
      32   26562  26100  26476  26566  26582  26534  19897   9968  19818
      64   26602  26523  26573  26597  26606  26610  19885   9978  19897
     128   19359  14674  18634  18891  14333  18741  11314   7880  12265
     256   19236  14866  19341  19173  14872  19373  11284   7984  12286
     512   17853  16159  20690  17171  16152  20620  11243   6976  11500
    1024   18004  16156  20681  17153  16157  20685  11246   6964  11510
    2048   19597  16160  20852  19563  16164  20857  11248   6976  11521
    4096   19584  16138  20813  19576  16144  20857  11270   7029  11530
    8192   17397  14988  18921  17455  15000  19003  11174   6977  11413

                End of test Sun Dec 11 00:41:57 2022

