    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 00:21:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12523  11562  13409  13658  13646  13669
      32  13843  12827  13445  13647  13733  13651
      64   9563   9034  13160  13337  13317  13457
     128   3930   3920   6533   9877   9979  10695
     256   3922   3943   6585   9895   9986  10700
     512   2147   2135   4997   8466   9658  10844
    1024   2147   2147   4985   8525   9708  10901
    4096   2150   2150   5014   8280   9583  10817
   16384    707    728   1428   3136   4716   7203
   65536    428    425    981   2429   4208   7347
