    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 00:21:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12081  11551  13401  13589  13708  13734
      32  13814  12825  13445  13709  13712  13710
      64   9565   9374  13140  13338  13319  13458
     128   3922   3943   6533   9877   9978  10696
     256   3922   3937   6585   9896   9987  10683
     512   2147   2146   4993   8382   9592  10776
    1024   2147   2147   5003   8410   9585  10778
    4096   2150   2147   5013   8178   9552  10780
   16384    662    677   1373   3008   4591   7094
   65536    428    425    982   2432   4246   7365
