 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 00:42:15 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   26286  26408  26479  26338  26260  26386  19560   9877  19279
      16   26455  26531  26566  26440  26514  26558  19768   9946  19637
      32   26454  26592  26604  26584  26582  26606  19901   9970  19822
      64   26606  26617  26627  26612  26612  26623  19944   9982  19904
     128   19363  14871  19375  19362  14870  19375  11420   7991  12296
     256   19373  14872  19379  19374  14872  19262  11407   7980  12269
     512   17834  16097  20613  18005  16156  20687  11242   6932  11501
    1024   17943  16158  20681  17969  16154  20682  11246   6976  11510
    2048   19560  16159  20854  19644  16161  20856  11249   6981  11520
    4096   18469  16059  20671  18928  16065  20673  11367   7048  11568
    8192   16872  15485  19685  17178  15477  19674  11447   7060  11597

                End of test Sun Dec 11 00:42:33 2022

