 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 00:42:33 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   26304  26404  26478  26339  26352  26458  19600   9906  19334
      16   26496  26400  26447  26496  26513  26558  19832   9945  19570
      32   26074  26593  26609  26584  26581  26599  19901   9920  19822
      64   26605  26615  26628  26615  26612  26504  19855   9980  19904
     128   19362  14868  19375  19363  14869  19375  11420   7992  12297
     256   19267  14802  19376  19369  14873  19378  11421   7994  12242
     512   17958  16158  20688  17953  16086  20598  11243   6976  11502
    1024   17939  16159  20589  17903  16082  20689  11245   6976  11457
    2048   19430  16160  20853  19646  16162  20853  11198   6949  11520
    4096   18368  16200  20877  18997  16137  20842  11378   7042  11564
    8192   16726  15304  19359  16918  15335  19443  11416   7054  11581

                End of test Sun Dec 11 00:42:50 2022

