 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 00:41:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   26299  26373  26457  26339  26353  26292  19510   9849  19293
      16   26444  26520  26558  26478  26409  26565  19832   9798  19603
      32   26563  26473  26508  26574  26578  26611  19901   9970  19715
      64   26519  26458  26501  26522  26514  26605  19942   9980  19904
     128   19362  14843  19374  19359  14853  19354  11400   7974  12269
     256   19309  14831  19347  19348  14818  19281  11380   7983  12199
     512   17624  16155  20680  17018  16112  20684  11243   6933  11455
    1024   17834  16116  20608  17117  16083  20620  11197   6975  11509
    2048   19558  16159  20852  19464  16087  20856  11222   6968  11517
    4096   19554  16071  20758  19614  16145  20859  11270   7029  11532
    8192   18186  15379  19553  18221  15362  19531  11078   6927  11299

                End of test Sun Dec 11 00:42:15 2022

