    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 00:21:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12540  11527  13394  13669  13715  13736
      32  13832  12762  13448  13715  13735  13704
      64   9542   9359  13163  13322  13354  13531
     128   3930   3942   6532   9831   9936  10895
     256   3922   3922   6585   9896   9986  11277
     512   2147   2142   4991   8348   9629  11399
    1024   2147   2147   5002   8349   9631  11379
    4096   2150   2151   5013   8432   9688  11420
   16384    693    711   1414   3027   4648   7475
   65536    428    425    981   2426   4209   7497
