    BusSpeed amd64 x86-64 optimized Sat Oct  1 17:05:19 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  42394  44789  49407  53676  54530  54930
      32  38319  41007  42099  52353  53336  52969
      64  10557  10537  21446  38437  39778  44557
     128  10780  10773  21384  38902  40060  44733
     256  10753  10770  21509  39007  40174  44820
     512  10647  10435  20481  36285  38988  44197
    1024   9393   9215  17784  30649  36738  42746
    4096   7505   9044  18720  32896  39192  44553
   16384   7471   8311  18711  31854  38504  44691
   65536   1616   4113  10436  18266  30457  40317
