 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sat Oct  1 17:34:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  197783 274563 275252 198736 277700 276226 121169 122569 122564
      16  181489 272924 273924 200526 274262 273283 131710 132258 132125
      32  187118 288396 289500 195979 289127 289574 134387 134378 134362
      64  163326 252025 253654 163898 252878 254046  84304  83894  84916
     128  163786 251615 253336 163562 253458 253526  83064  82923  83880
     256  164648 252409 253664 165193 253767 253453  82898  82814  83783
     512  159137 250307 251918 160261 251666 252023  81302  81138  81859
    1024  137402 238362 241384 135750 238993 240193  71201  71419  71734
    2048  127040 223909 218556 120349 218573 219144  59783  59669  60151
    4096  119411 220844 221963 121156 222110 223213  59822  59884  60349
    8192  123653 228566 229639 126054 221019 224157  60156  60151  60582

                End of test Sat Oct  1 17:34:59 2022

