    BusSpeed amd64 x86-64 optimized Sat Oct  1 17:05:40 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43320  46098  49740  53608  54802  55079
      32  39610  41934  43235  52081  53187  52807
      64  10537  10536  21459  39006  39830  44546
     128  10766  10775  21394  38903  40110  44728
     256  10746  10767  21508  39055  40170  44824
     512  10733  10607  20944  37509  39374  44342
    1024   9624   9166  17675  30168  36342  42683
    4096   7314   8605  17792  30174  36995  42617
   16384   7154   8054  17909  30989  37591  43045
   65536   1553   3880   9761  17302  29131  38508
