    BusSpeed amd64 zen4 optimized Sat Oct  1 17:06:10 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  43549  45640  50576  53714  54778  55073
      32  39611  41936  43327  52100  53146  52972
      64  10544  10537  21477  39105  39938  44536
     128  10783  10773  21387  38913  40104  44720
     256  10754  10767  21506  39139  40164  44833
     512  10241   9927  19495  35009  38729  44143
    1024   8896   9029  17503  30146  36395  42738
    4096   6963   8939  18262  31026  37587  43002
   16384   6657   7985  17725  30415  37366  42971
   65536   1533   3837   9719  16980  28899  38489
